model,query,run,rows,latency
gemini-2.5-flash-lite,Which pathways are associated with the ADRB1 gene?,3,1,0.9519158080220222
gemini-2.5-flash-lite,Which pathways are associated with the ADRB1 gene?,4,1,0.7369214873760939
gemini-2.5-flash-lite,Which pathways are associated with the ADRB1 gene?,5,1,0.728720860555768
gemini-2.5-flash-lite,Which pathways are associated with the DRD2 gene?,1,1,1.0501777362078428
gemini-2.5-flash-lite,Which pathways are associated with the DRD2 gene?,2,1,1.052935816347599
gemini-2.5-flash-lite,Which pathways are associated with the DRD2 gene?,3,1,0.5274893268942833
gemini-2.5-flash-lite,Which pathways are associated with the DRD2 gene?,4,1,1.0490950755774975
gemini-2.5-flash-lite,Which pathways are associated with the DRD2 gene?,5,1,1.0514572318643332
gemini-2.5-flash-lite,Which pathways are associated with the HTR2A gene?,1,3,0.8415911626070738
gemini-2.5-flash-lite,Which pathways are associated with the HTR2A gene?,2,12,1.595132488757372
gemini-2.5-flash-lite,Which pathways are associated with the HTR2A gene?,3,1,1.1474270187318325
gemini-2.5-flash-lite,Which pathways are associated with the HTR2A gene?,4,3,1.2787928953766823
gemini-2.5-flash-lite,Which pathways are associated with the HTR2A gene?,5,1,0.7185302916914225
gemini-2.5-flash-lite,Which drugs target CD19?,1,8,1.1446844320744276
gemini-2.5-flash-lite,Which drugs target CD19?,2,5,1.3574157301336527
gemini-2.5-flash-lite,Which drugs target CD19?,3,10,2.32418698258698
gemini-2.5-flash-lite,Which drugs target CD19?,4,1,1.0487614944577217
gemini-2.5-flash-lite,Which drugs target CD19?,5,8,1.5781553462147713
gemini-2.5-flash-lite,Which drugs target CTLA4?,1,2,0.8837637417018414
gemini-2.5-flash-lite,Which drugs target CTLA4?,2,1,1.1971584092825651
gemini-2.5-flash-lite,Which drugs target CTLA4?,3,1,1.2108344696462154
gemini-2.5-flash-lite,Which drugs target CTLA4?,4,2,0.8652632366865873
gemini-2.5-flash-lite,Which drugs target CTLA4?,5,2,0.7622650898993015
gemini-2.5-flash-lite,Which genes are associated with tuberculosis?,1,20,1.4916379339993
gemini-2.5-flash-lite,Which genes are associated with tuberculosis?,2,10,2.4216179847717285
gemini-2.5-flash-lite,Which genes are associated with tuberculosis?,3,10,1.5893820766359568
gemini-2.5-flash-lite,Which genes are associated with tuberculosis?,4,21,1.8161614518612623
gemini-2.5-flash-lite,Which genes are associated with tuberculosis?,5,38,1.638019496574998
gemini-2.5-flash-lite,What drugs are used to treat rickets?,1,2,0.5383845120668411
gemini-2.5-flash-lite,What drugs are used to treat rickets?,2,3,1.1816515643149614
gemini-2.5-flash-lite,What drugs are used to treat rickets?,3,5,1.020189980044961
gemini-2.5-flash-lite,What drugs are used to treat rickets?,4,3,0.8922036644071341
gemini-2.5-flash-lite,What drugs are used to treat rickets?,5,5,1.6819840837270021
BioChatter,Which diseases are associated with BRAF?,1,8,29.62895819544792
BioChatter,Which diseases are associated with BRAF?,2,11,33.58478175289929
BioChatter,Which diseases are associated with BRAF?,3,9,19.493905775249004
BioChatter,Which diseases are associated with BRAF?,4,6,17.479520423337817
BioChatter,Which diseases are associated with BRAF?,5,10,27.01266892068088
BioChatter,Which genes are associated with amyotrophic lateral sclerosis?,1,15,37.39648753218353
BioChatter,Which genes are associated with amyotrophic lateral sclerosis?,2,17,33.59173671528697
BioChatter,Which genes are associated with amyotrophic lateral sclerosis?,3,17,32.65588967502117
BioChatter,Which genes are associated with amyotrophic lateral sclerosis?,4,17,23.256092123687267
BioChatter,Which genes are associated with amyotrophic lateral sclerosis?,5,16,28.36227028630674
BioChatter,Which diseases are associated with CDK4?,1,2,22.86242775991559
BioChatter,Which diseases are associated with CDK4?,2,4,24.44321778975427
BioChatter,Which diseases are associated with CDK4?,3,3,24.99892518669367
BioChatter,Which diseases are associated with CDK4?,4,4,33.446673380210996
BioChatter,Which diseases are associated with CDK4?,5,2,24.93574790842831
BioChatter,Which pathways are associated with the JAK2 gene?,1,1,19.546012707054615
BioChatter,Which pathways are associated with the JAK2 gene?,2,1,28.443561168387532
BioChatter,Which pathways are associated with the JAK2 gene?,3,1,23.1885199919343
BioChatter,Which pathways are associated with the JAK2 gene?,4,1,23.99076832830906
BioChatter,Which pathways are associated with the JAK2 gene?,5,1,20.536108558997512
BioChatter,Which drugs are used to treat rheumatoid arthritis?,1,17,34.93896112032235
BioChatter,Which drugs are used to treat rheumatoid arthritis?,2,17,29.817013567313552
BioChatter,Which drugs are used to treat rheumatoid arthritis?,3,17,24.137652952224016
BioChatter,Which drugs are used to treat rheumatoid arthritis?,4,17,23.552923107519746
BioChatter,Which drugs are used to treat rheumatoid arthritis?,5,16,22.114634562283754
BioChatter,Which genes are associated with ovarian cancer?,1,12,24.290025295689702
BioChatter,Which genes are associated with ovarian cancer?,2,11,22.767605751752853
BioChatter,Which genes are associated with ovarian cancer?,3,11,28.716175442561507
BioChatter,Which genes are associated with ovarian cancer?,4,10,29.38782874494791
BioChatter,Which genes are associated with ovarian cancer?,5,10,23.421573877334595
BioChatter,What are the known targets of regorafenib?,1,12,35.58577037975192
BioChatter,What are the known targets of regorafenib?,2,11,28.606882359832525
BioChatter,What are the known targets of regorafenib?,3,11,24.21614756062627
BioChatter,What are the known targets of regorafenib?,4,12,24.954919695854187
BioChatter,What are the known targets of regorafenib?,5,12,30.81683686375618
BioChatter,Which pathways are associated with the STAT3 gene?,1,1,30.102522287517786
BioChatter,Which pathways are associated with the STAT3 gene?,2,1,24.228690890595317
BioChatter,Which pathways are associated with the STAT3 gene?,3,1,17.367462016642094
BioChatter,Which pathways are associated with the STAT3 gene?,4,1,16.466731613501906
BioChatter,Which pathways are associated with the STAT3 gene?,5,1,29.90606679022312
BioChatter,Which genes are associated with fever (pyrexia)?,1,7,20.518773827701807
BioChatter,Which genes are associated with fever (pyrexia)?,2,4,24.074478078633547
BioChatter,Which genes are associated with fever (pyrexia)?,3,4,26.198694860562682
BioChatter,Which genes are associated with fever (pyrexia)?,4,3,21.971335204318166
BioChatter,Which genes are associated with fever (pyrexia)?,5,4,18.1896568890661
BioChatter,Which diseases are treated with bevacizumab?,1,6,23.78694522380829
BioChatter,Which diseases are treated with bevacizumab?,2,6,29.16257735155523
BioChatter,Which diseases are treated with bevacizumab?,3,8,23.70285402610898
BioChatter,Which diseases are treated with bevacizumab?,4,8,36.95258706621826
BioChatter,Which diseases are treated with bevacizumab?,5,6,26.264373391866684
BioChatter,What are the known targets of cabozantinib?,1,5,19.66536372900009
BioChatter,What are the known targets of cabozantinib?,2,5,13.28612182289362
BioChatter,What are the known targets of cabozantinib?,3,5,14.18921810016036
BioChatter,What are the known targets of cabozantinib?,4,5,13.518555922433734
BioChatter,What are the known targets of cabozantinib?,5,5,15.03792087547481
BioChatter,Which pathways are associated with the TNF gene?,1,4,31.585832780227065
BioChatter,Which pathways are associated with the TNF gene?,2,4,30.155551513656974
BioChatter,Which pathways are associated with the TNF gene?,3,4,32.36576388962567
BioChatter,Which pathways are associated with the TNF gene?,4,4,21.498578298836946
BioChatter,Which pathways are associated with the TNF gene?,5,1,26.05177460797131
BioChatter,Which diseases are associated with the NPM1 gene?,1,1,23.48972710594535
BioChatter,Which diseases are associated with the NPM1 gene?,2,1,17.7593026291579
BioChatter,Which diseases are associated with the NPM1 gene?,3,1,30.942581390962005
BioChatter,Which diseases are associated with the NPM1 gene?,4,1,19.773381052538753
BioChatter,Which diseases are associated with the NPM1 gene?,5,1,16.60213866457343
BioChatter,Which pathways are associated with the CD19 gene?,1,2,21.563603507354856
BioChatter,Which pathways are associated with the CD19 gene?,2,2,24.353358920663595
BioChatter,Which pathways are associated with the CD19 gene?,3,1,27.036787936463952
BioChatter,Which pathways are associated with the CD19 gene?,4,2,23.33142815157771
BioChatter,Which pathways are associated with the CD19 gene?,5,2,17.836036482825875
BioChatter,Which drugs are used to treat migraine?,1,12,30.85982032492757
BioChatter,Which drugs are used to treat migraine?,2,15,37.587130069732666
BioChatter,Which drugs are used to treat migraine?,3,15,31.73309661820531
BioChatter,Which drugs are used to treat migraine?,5,14,34.30704186856747
BioChatter,Which genes are associated with epilepsy?,1,17,32.53225628845394
BioChatter,Which genes are associated with epilepsy?,2,19,33.06402591243386
BioChatter,Which genes are associated with epilepsy?,3,16,26.02225338295102
BioChatter,Which genes are associated with epilepsy?,4,18,30.316876204684377
BioChatter,Which genes are associated with epilepsy?,5,15,15.134906262159348
BioChatter,Which diseases are treated with trastuzumab deruxtecan?,1,2,29.10104577243328
BioChatter,Which diseases are treated with trastuzumab deruxtecan?,2,3,20.651458863168955
BioChatter,Which diseases are treated with trastuzumab deruxtecan?,3,3,21.463176552206278
BioChatter,Which diseases are treated with trastuzumab deruxtecan?,4,2,21.250537052750587
BioChatter,Which diseases are treated with trastuzumab deruxtecan?,5,2,19.99961485899985
BioChatter,Which genes are associated with Alzheimer’s disease?,1,15,27.1260199341923
BioChatter,Which genes are associated with Alzheimer’s disease?,2,11,27.466039879247546
BioChatter,Which genes are associated with Alzheimer’s disease?,3,12,22.971615253016353
BioChatter,Which genes are associated with Alzheimer’s disease?,4,10,12.882587000727654
BioChatter,Which genes are associated with Alzheimer’s disease?,5,13,29.08781986311078
BioChatter,For which diseases is darolutamide used?,1,1,13.15104859508574
BioChatter,For which diseases is darolutamide used?,2,1,13.929844539612532
BioChatter,For which diseases is darolutamide used?,3,1,14.190411128103733
BioChatter,For which diseases is darolutamide used?,4,1,17.758772015571594
BioChatter,For which diseases is darolutamide used?,5,1,11.869392601773143
BioChatter,Which genes are associated with renal cell carcinoma?,1,7,22.961840108036995
BioChatter,Which genes are associated with renal cell carcinoma?,2,10,29.079027911648154
BioChatter,Which genes are associated with renal cell carcinoma?,3,11,24.917933175340295
BioChatter,Which genes are associated with renal cell carcinoma?,4,9,20.780019748955965
BioChatter,Which genes are associated with renal cell carcinoma?,5,4,17.531223326921463
BioChatter,Which diseases are associated with the KRAS gene?,1,5,25.912852626293898
BioChatter,Which diseases are associated with the KRAS gene?,2,5,20.697752265259624
BioChatter,Which diseases are associated with the KRAS gene?,3,6,23.023979637771845
BioChatter,Which diseases are associated with the KRAS gene?,4,5,24.519174439832568
BioChatter,Which diseases are associated with the KRAS gene?,5,6,22.90045282430947
BioChatter,Which pathways are associated with the APP gene?,1,1,26.953209498897195
BioChatter,Which pathways are associated with the APP gene?,2,1,20.369506848976016
BioChatter,Which pathways are associated with the APP gene?,3,1,21.38422015681863
BioChatter,Which pathways are associated with the APP gene?,4,1,33.838151186704636
BioChatter,Which pathways are associated with the APP gene?,5,1,28.83030361495912
BioChatter,Which genes are associated with schizophrenia?,1,8,21.840376241132617
BioChatter,Which genes are associated with schizophrenia?,2,13,31.72434944473207
BioChatter,Which genes are associated with schizophrenia?,3,7,26.503340404480696
BioChatter,Which genes are associated with schizophrenia?,4,13,29.20213270932436
BioChatter,Which genes are associated with schizophrenia?,5,8,26.065700627863407
BioChatter,Which diseases are treated with valdecoxib?,1,1,21.367270208895206
BioChatter,Which diseases are treated with valdecoxib?,2,2,24.118861177936196
BioChatter,Which diseases are treated with valdecoxib?,3,1,26.298888200893998
BioChatter,Which diseases are treated with valdecoxib?,4,2,20.346246199682355
BioChatter,Which diseases are treated with valdecoxib?,5,2,22.04293005540967
BioChatter,What are the known targets of vandetanib?,1,4,18.64928149431944
BioChatter,What are the known targets of vandetanib?,2,4,18.238283716142178
BioChatter,What are the known targets of vandetanib?,3,4,16.53043748997152
BioChatter,What are the known targets of vandetanib?,4,3,19.531076865270734
BioChatter,What are the known targets of vandetanib?,5,4,12.301326716318727
BioChatter,Which pathways are associated with the CFTR gene?,1,1,29.91229335591197
BioChatter,Which pathways are associated with the CFTR gene?,2,1,21.93487892113626
BioChatter,Which pathways are associated with the CFTR gene?,3,1,35.84701098129153
BioChatter,Which pathways are associated with the CFTR gene?,4,1,32.15378564782441
BioChatter,Which pathways are associated with the CFTR gene?,5,1,18.42636577785015
BioChatter,Which drugs are used to treat tuberculosis?,1,5,17.76219468936324
BioChatter,Which drugs are used to treat tuberculosis?,2,4,13.621961388736963
BioChatter,Which drugs are used to treat tuberculosis?,3,4,20.14137664437294
BioChatter,Which drugs are used to treat tuberculosis?,4,5,16.13660204038024
BioChatter,Which drugs are used to treat tuberculosis?,5,20,31.408524718135595
BioChatter,Which drugs are used to treat pancreatic adenocarcinoma?,1,7,39.658748015761375
BioChatter,Which drugs are used to treat pancreatic adenocarcinoma?,2,9,38.00880473293364
BioChatter,Which drugs are used to treat pancreatic adenocarcinoma?,3,8,34.568122340366244
BioChatter,Which drugs are used to treat pancreatic adenocarcinoma?,5,6,27.681801492348313
BioChatter,Which drugs are used to treat chronic myeloid leukemia?,1,6,24.434065099805593
BioChatter,Which drugs are used to treat chronic myeloid leukemia?,2,6,25.49769588187337
BioChatter,Which drugs are used to treat chronic myeloid leukemia?,3,6,19.466374788433313
BioChatter,Which drugs are used to treat chronic myeloid leukemia?,4,5,15.64395803771913
BioChatter,Which drugs are used to treat chronic myeloid leukemia?,5,5,17.026019856333733
BioChatter,Which drugs are used to treat Parkinson’s disease?,1,15,24.74264618009329
BioChatter,Which drugs are used to treat Parkinson’s disease?,2,15,39.30527700856328
BioChatter,Which drugs are used to treat Parkinson’s disease?,4,16,35.341058587655425
BioChatter,Which drugs are used to treat Parkinson’s disease?,5,14,25.91441193036735
BioChatter,Which drugs are used to treat inflammatory bowel disease?,1,16,38.399722918868065
BioChatter,Which drugs are used to treat inflammatory bowel disease?,2,19,31.059742659330368
BioChatter,Which drugs are used to treat inflammatory bowel disease?,3,19,31.8383928835392
BioChatter,Which drugs are used to treat inflammatory bowel disease?,4,16,35.250107776373625
BioChatter,Which drugs are used to treat inflammatory bowel disease?,5,13,24.914062965661287
BioChatter,Which targets are acted on by imatinib?,1,6,17.66089871712029
BioChatter,Which targets are acted on by imatinib?,2,5,14.155285591259599
BioChatter,Which targets are acted on by imatinib?,3,4,25.1862306073308
BioChatter,Which targets are acted on by imatinib?,4,4,13.962507095187902
BioChatter,Which targets are acted on by imatinib?,5,5,21.03264792263508
BioChatter,Which biological targets does sorafenib interact with?,1,8,20.541490837931633
BioChatter,Which biological targets does sorafenib interact with?,2,8,26.272699762135744
BioChatter,Which biological targets does sorafenib interact with?,3,8,28.929624078795314
BioChatter,Which biological targets does sorafenib interact with?,4,8,17.159224573522806
BioChatter,Which biological targets does sorafenib interact with?,5,8,19.065752619877458
BioChatter,Which biological targets does tofacitinib interact with?,1,3,14.608048420399427
BioChatter,Which biological targets does tofacitinib interact with?,2,3,13.853336216881871
BioChatter,Which biological targets does tofacitinib interact with?,3,2,20.235149467363954
BioChatter,Which biological targets does tofacitinib interact with?,4,2,12.62390779517591
BioChatter,Which biological targets does tofacitinib interact with?,5,3,9.828239975497127
BioChatter,Which drugs target EGFR?,1,11,27.65747332945466
BioChatter,Which drugs target EGFR?,2,11,27.860170865431428
BioChatter,Which drugs target EGFR?,3,10,21.961670625954866
BioChatter,Which drugs target EGFR?,4,12,29.789052600041032
BioChatter,Which drugs target EGFR?,5,12,30.986932139843702
BioChatter,Which diseases are associated with TP53?,1,1,20.539914594963193
BioChatter,Which diseases are associated with TP53?,2,13,35.34287401661277
BioChatter,Which diseases are associated with TP53?,3,11,38.67820449732244
BioChatter,Which diseases are associated with TP53?,4,11,30.74971568584442
BioChatter,Which diseases are associated with TP53?,5,6,36.13021623902023
BioChatter,Which diseases are associated with FGFR2?,1,4,32.73761175759137
BioChatter,Which diseases are associated with FGFR2?,2,7,32.808213552460074
BioChatter,Which diseases are associated with FGFR2?,3,9,36.94301191531122
BioChatter,Which diseases are associated with FGFR2?,4,7,29.106306033208966
BioChatter,Which diseases are associated with FGFR2?,5,9,27.06086870841682
BioChatter,Which diseases are associated with HTT?,1,1,17.94043413363397
BioChatter,Which diseases are associated with HTT?,2,1,15.871094480156898
BioChatter,Which diseases are associated with HTT?,3,1,16.141071248799562
BioChatter,Which diseases are associated with HTT?,4,1,12.997664030641317
BioChatter,Which diseases are associated with HTT?,5,1,13.438069082796574
BioChatter,Which genes are associated with breast cancer?,1,7,29.030260561034083
BioChatter,Which genes are associated with breast cancer?,2,12,28.261770706623793
BioChatter,Which genes are associated with breast cancer?,3,15,22.82429249584675
BioChatter,Which genes are associated with breast cancer?,4,16,29.55853175930679
BioChatter,Which genes are associated with breast cancer?,5,18,26.581437988206744
BioChatter,Which genes are associated with colorectal cancer?,1,13,21.182160696014762
BioChatter,Which genes are associated with colorectal cancer?,2,14,23.849815547466278
BioChatter,Which genes are associated with colorectal cancer?,3,18,25.654612166807055
BioChatter,Which genes are associated with colorectal cancer?,4,11,28.205303279682994
BioChatter,Which genes are associated with colorectal cancer?,5,14,23.54664192534983
BioChatter,Which genes are associated with cystic fibrosis?,1,1,9.520599545910954
BioChatter,Which genes are associated with cystic fibrosis?,2,1,15.884109819307923
BioChatter,Which genes are associated with cystic fibrosis?,3,1,11.657876951619983
BioChatter,Which genes are associated with cystic fibrosis?,4,1,9.820139238610864
BioChatter,Which genes are associated with cystic fibrosis?,5,1,11.42062595486641
BioChatter,Which drugs are used to treat TNBC?,1,13,34.26965672709048
BioChatter,Which drugs are used to treat TNBC?,2,8,39.55429323576391
BioChatter,Which drugs are used to treat TNBC?,3,12,35.460045751184225
BioChatter,Which drugs are used to treat TNBC?,4,11,31.97388232499361
BioChatter,Which diseases are treated with metformin?,1,2,12.536807866767049
BioChatter,Which diseases are treated with metformin?,2,2,18.425221223384142
BioChatter,Which diseases are treated with metformin?,3,2,24.34957291185856
BioChatter,Which diseases are treated with metformin?,4,2,18.494237028062344
BioChatter,Which diseases are treated with metformin?,5,2,18.614194819703698
BioChatter,Which diseases are treated with adalimumab?,1,9,27.863994412124157
BioChatter,Which diseases are treated with adalimumab?,2,9,32.20257134921849
BioChatter,Which diseases are treated with adalimumab?,3,9,30.68812844157219
BioChatter,Which diseases are treated with adalimumab?,4,9,22.76339010708034
BioChatter,Which diseases are treated with adalimumab?,5,9,28.165677707642317
BioChatter,For which diseases is pembrolizumab used?,1,7,37.78006251528859
BioChatter,For which diseases is pembrolizumab used?,2,10,38.7543798238039
BioChatter,For which diseases is pembrolizumab used?,3,8,27.06404848024249
BioChatter,For which diseases is pembrolizumab used?,4,7,25.180893337354064
BioChatter,Which diseases are treated with sorafenib?,1,3,21.299843592569232
BioChatter,Which diseases are treated with sorafenib?,2,3,22.697151651605964
BioChatter,Which diseases are treated with sorafenib?,3,3,16.267431093379855
BioChatter,Which diseases are treated with sorafenib?,4,3,16.644865343347192
BioChatter,Which diseases are treated with sorafenib?,5,3,12.582379212602973
BioChatter,Which diseases are treated with nivolumab?,1,7,32.00230483151972
BioChatter,Which diseases are treated with nivolumab?,2,6,26.24151306040585
BioChatter,Which diseases are treated with nivolumab?,3,7,30.302740313112736
BioChatter,Which diseases are treated with nivolumab?,4,7,28.68038203381002
BioChatter,Which diseases are treated with nivolumab?,5,7,29.81473041139543
BioChatter,Which genes are associated with multiple sclerosis?,1,4,17.185049364343286
BioChatter,Which genes are associated with multiple sclerosis?,2,7,29.021451514214277
BioChatter,Which genes are associated with multiple sclerosis?,3,6,28.92603724449873
BioChatter,Which genes are associated with multiple sclerosis?,4,4,24.136461505666375
BioChatter,Which genes are associated with multiple sclerosis?,5,3,19.69778603501618
BioChatter,Which genes are associated with rheumatoid arthritis?,1,7,22.891192903742194
BioChatter,Which genes are associated with rheumatoid arthritis?,2,10,35.761667888611555
BioChatter,Which genes are associated with rheumatoid arthritis?,3,8,34.101395105943084
BioChatter,Which genes are associated with rheumatoid arthritis?,4,9,34.54461017623544
BioChatter,Which genes are associated with rheumatoid arthritis?,5,9,24.72584984637797
BioChatter,What are the known targets of abatacept?,1,2,11.087095206603408
BioChatter,What are the known targets of abatacept?,2,2,12.155460936948657
BioChatter,What are the known targets of abatacept?,3,2,12.733427673578262
BioChatter,What are the known targets of abatacept?,4,2,8.996113039553165
BioChatter,What are the known targets of abatacept?,5,2,10.630765141919255
BioChatter,Which genes are associated with lung cancer?,1,9,20.33882237970829
BioChatter,Which genes are associated with lung cancer?,2,11,20.075247138738632
BioChatter,Which genes are associated with lung cancer?,3,11,29.03070044517517
BioChatter,Which genes are associated with lung cancer?,4,13,26.777226459234953
BioChatter,Which genes are associated with lung cancer?,5,15,30.763895370066166
BioChatter,What are the known targets of ponatinib?,1,14,25.55844829417765
BioChatter,What are the known targets of ponatinib?,2,12,21.727928139269352
BioChatter,What are the known targets of ponatinib?,3,15,28.888510080054402
BioChatter,What are the known targets of ponatinib?,4,10,25.867437928915024
BioChatter,What are the known targets of ponatinib?,5,13,28.6353605594486
BioChatter,Which drugs are used to treat systemic lupus erythematosus?,1,7,29.615344448015094
BioChatter,Which drugs are used to treat systemic lupus erythematosus?,2,8,26.46558858640492
BioChatter,Which drugs are used to treat systemic lupus erythematosus?,3,14,34.357326440513134
BioChatter,Which drugs are used to treat systemic lupus erythematosus?,4,7,30.608300011605024
BioChatter,Which drugs are used to treat systemic lupus erythematosus?,5,8,27.799248903989792
BioChatter,Which genes are associated with autism spectrum disorder?,1,14,30.051932295784354
BioChatter,Which genes are associated with autism spectrum disorder?,2,17,34.255269937217236
BioChatter,Which genes are associated with autism spectrum disorder?,3,19,31.59078341908753
BioChatter,Which genes are associated with autism spectrum disorder?,4,18,39.22727073915303
BioChatter,Which genes are associated with autism spectrum disorder?,5,18,25.417592365294695
BioChatter,Which diseases are associated with the ROS1 gene?,1,3,26.793873395770788
BioChatter,Which diseases are associated with the ROS1 gene?,2,2,25.409668389707804
BioChatter,Which diseases are associated with the ROS1 gene?,3,3,30.16202177107334
BioChatter,Which diseases are associated with the ROS1 gene?,4,2,34.33156122080982
BioChatter,Which diseases are associated with the ROS1 gene?,5,2,35.58572597615421
BioChatter,Which diseases are associated with the ALK gene?,1,4,33.55804460681975
BioChatter,Which diseases are associated with the ALK gene?,2,4,37.039841648191214
BioChatter,Which diseases are associated with the ALK gene?,3,4,31.2854873444885
BioChatter,Which diseases are associated with the ALK gene?,4,5,25.581609847024083
BioChatter,Which diseases are associated with the ALK gene?,5,4,20.508131748065352
BioChatter,Which diseases are associated with the EGFR gene?,1,6,33.5170381385833
BioChatter,Which diseases are associated with the EGFR gene?,2,4,25.737635243684053
BioChatter,Which diseases are associated with the EGFR gene?,3,4,32.35228260233998
BioChatter,Which diseases are associated with the EGFR gene?,4,4,37.19152799062431
BioChatter,Which diseases are associated with the EGFR gene?,5,5,36.21498956717551
BioChatter,Which genes are associated with psoriasis?,1,9,32.45088552683592
BioChatter,Which genes are associated with psoriasis?,2,6,33.703191524371505
BioChatter,Which genes are associated with psoriasis?,3,8,38.062892558053136
BioChatter,Which genes are associated with psoriasis?,4,13,30.756626330316067
BioChatter,Which genes are associated with psoriasis?,5,9,24.60470343567431
BioChatter,Which genes are associated with ulcerative colitis?,2,3,35.010999999940395
BioChatter,Which genes are associated with ulcerative colitis?,3,1,35.25031025521457
BioChatter,Which genes are associated with ulcerative colitis?,4,2,26.34723537042737
BioChatter,Which genes are associated with ulcerative colitis?,5,5,39.81946557760239
BioChatter,Which genes are associated with hepatitis C?,1,2,24.428363356739283
BioChatter,Which genes are associated with hepatitis C?,2,2,21.60139092616737
BioChatter,Which genes are associated with hepatitis C?,3,2,30.10763718560338
BioChatter,Which genes are associated with hepatitis C?,4,2,25.344562267884612
BioChatter,Which genes are associated with hepatitis C?,5,2,29.53784397430718
BioChatter,Which genes are associated with Hodgkin lymphoma?,1,6,30.807272732257843
BioChatter,Which genes are associated with Hodgkin lymphoma?,2,7,37.80671132542193
BioChatter,Which genes are associated with Hodgkin lymphoma?,3,9,35.79933945834637
BioChatter,Which genes are associated with Hodgkin lymphoma?,4,10,38.93378394469619
BioChatter,Which genes are associated with Hodgkin lymphoma?,5,6,34.73869637399912
BioChatter,Which pathways are associated with TP53?,1,3,32.74101324938238
BioChatter,Which pathways are associated with TP53?,2,4,36.07911782339215
BioChatter,Which pathways are associated with TP53?,3,3,37.53388950787485
BioChatter,Which pathways are associated with TP53?,4,3,35.71267635561526
BioChatter,Which pathways are associated with TP53?,5,4,33.02990292198956
BioChatter,Which drugs target ERBB2?,1,9,34.418167147785425
BioChatter,Which drugs target ERBB2?,2,9,36.722428092733026
BioChatter,Which drugs target ERBB2?,3,10,39.69524547085166
BioChatter,Which drugs target ERBB2?,5,13,29.05721821077168
BioChatter,Which pathways are associated with the ADRB1 gene?,1,3,32.607935996726155
BioChatter,Which pathways are associated with the ADRB1 gene?,2,2,23.693585572764277
BioChatter,Which pathways are associated with the ADRB1 gene?,3,4,34.665863206610084
BioChatter,Which pathways are associated with the ADRB1 gene?,4,4,33.01062694750726
BioChatter,Which pathways are associated with the ADRB1 gene?,5,3,29.39586665481329
BioChatter,Which pathways are associated with the DRD2 gene?,1,2,31.23595274426043
BioChatter,Which pathways are associated with the DRD2 gene?,2,2,25.50074291974306
BioChatter,Which pathways are associated with the DRD2 gene?,3,2,24.68947204761207
BioChatter,Which pathways are associated with the DRD2 gene?,4,2,30.377147195860744
BioChatter,Which pathways are associated with the DRD2 gene?,5,2,17.223078183829784
BioChatter,Which pathways are associated with the HTR2A gene?,1,2,32.20970758609474
BioChatter,Which pathways are associated with the HTR2A gene?,2,2,35.13233492709696
BioChatter,Which pathways are associated with the HTR2A gene?,4,4,34.14507731050253
BioChatter,Which pathways are associated with the HTR2A gene?,5,2,38.82236025109887
BioChatter,Which drugs target CD19?,1,8,36.260076228529215
BioChatter,Which drugs target CD19?,2,6,26.567542484030128
BioChatter,Which drugs target CD19?,3,8,36.49580037407577
BioChatter,Which drugs target CD19?,4,6,26.678576476871967
BioChatter,Which drugs target CD19?,5,7,29.94832089357078
BioChatter,Which drugs target CTLA4?,1,2,15.402943124994636
BioChatter,Which drugs target CTLA4?,2,2,14.028472851961851
BioChatter,Which drugs target CTLA4?,3,2,12.23844869248569
BioChatter,Which drugs target CTLA4?,4,2,16.653121311217546
BioChatter,Which drugs target CTLA4?,5,2,17.893385345116258
BioChatter,What drugs are used to treat rickets?,1,3,20.102830093353987
BioChatter,What drugs are used to treat rickets?,2,4,18.135027771815658
BioChatter,What drugs are used to treat rickets?,3,4,17.58651242032647
BioChatter,What drugs are used to treat rickets?,4,3,12.84542839974165
BioChatter,What drugs are used to treat rickets?,5,7,32.48235053382814
BioChatter,Which genes are associated with tuberculosis?,1,5,15.938526585698128
BioChatter,Which genes are associated with tuberculosis?,2,10,16.705700606107712
BioChatter,Which genes are associated with tuberculosis?,3,8,20.080286594107747
BioChatter,Which genes are associated with tuberculosis?,4,11,17.269354730844498
BioChatter,Which genes are associated with tuberculosis?,5,9,18.776918597519398
OpenTargets,Which diseases are associated with BRAF?,1,1558,16.6930900644511
OpenTargets,Which diseases are associated with BRAF?,2,1558,12.605037149041891
OpenTargets,Which diseases are associated with BRAF?,3,1558,17.09195333905518
OpenTargets,Which diseases are associated with BRAF?,4,1558,12.624461090192199
OpenTargets,Which diseases are associated with BRAF?,5,1558,14.04903955757618
OpenTargets,Which genes are associated with amyotrophic lateral sclerosis?,1,1492,14.69314450584352
OpenTargets,Which genes are associated with amyotrophic lateral sclerosis?,2,1492,15.652139334008098
OpenTargets,Which genes are associated with amyotrophic lateral sclerosis?,3,1492,16.722756875678897
OpenTargets,Which genes are associated with amyotrophic lateral sclerosis?,4,1492,12.795224813744426
OpenTargets,Which genes are associated with amyotrophic lateral sclerosis?,5,1492,14.045848663896322
OpenTargets,Which diseases are associated with CDK4?,1,1136,18.6274830121547
OpenTargets,Which diseases are associated with CDK4?,2,1136,12.639648031443357
OpenTargets,Which diseases are associated with CDK4?,3,1136,12.647736502811313
OpenTargets,Which diseases are associated with CDK4?,4,1136,11.828904215246439
OpenTargets,Which diseases are associated with CDK4?,5,1136,13.712461331859231
