gene_symbol,gene_full_name
KDM6A,lysine demethylase 6A
KDM6B,lysine demethylase 6B
KDM7A,lysine demethylase 7A
KDR,kinase insert domain receptor
KEAP1,kelch like ECH associated protein 1
KEL,Kell metallo-endopeptidase (Kell blood group)
KHK,ketohexokinase
KHSRP,KH-type splicing regulatory protein
KIF11,kinesin family member 11
KIF14,kinesin family member 14
KIF15,kinesin family member 15
KIF18A,kinesin family member 18A
KIF1A,kinesin family member 1A
KIF1B,kinesin family member 1B
KIF20A,kinesin family member 20A
KIF20B,kinesin family member 20B
KIF23,kinesin family member 23
KIF2C,kinesin family member 2C
KIF3A,kinesin family member 3A
KIF3B,kinesin family member 3B
KIF5A,kinesin family member 5A
KIF5B,kinesin family member 5B
KIF6,kinesin family member 6
KIFC1,kinesin family member C1
KIR2DS2,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2"
KIR2DS4,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (gene/pseudogene)"
KIRREL2,kirre like nephrin family adhesion molecule 2
KISS1R,KISS1 receptor
KIT,"KIT proto-oncogene, receptor tyrosine kinase"
KITLG,KIT ligand
KLB,klotho beta
KLC1,kinesin light chain 1
KLC3,kinesin light chain 3
KLF10,KLF transcription factor 10
KLF4,KLF transcription factor 4
KLF5,KLF transcription factor 5
KLF9,KLF transcription factor 9
KLHDC2,kelch domain containing 2
KLK1,kallikrein 1
KLK13,kallikrein related peptidase 13
KLK14,kallikrein related peptidase 14
KLK2,kallikrein related peptidase 2
KLK3,kallikrein related peptidase 3
KLK4,kallikrein related peptidase 4
KLK5,kallikrein related peptidase 5
KLK6,kallikrein related peptidase 6
KLK7,kallikrein related peptidase 7
KLK8,kallikrein related peptidase 8
KLKB1,kallikrein B1
KLRD1,killer cell lectin like receptor D1
KLRK1,killer cell lectin like receptor K1
KMO,kynurenine 3-monooxygenase
KMT2A,lysine methyltransferase 2A
KMT2B,lysine methyltransferase 2B
KMT2C,lysine methyltransferase 2C
KMT2D,lysine methyltransferase 2D
KMT2E,lysine methyltransferase 2E (inactive)
KMT5A,lysine methyltransferase 5A
KMT5B,lysine methyltransferase 5B
KMT5C,lysine methyltransferase 5C
KNG1,kininogen 1
KPNA2,karyopherin subunit alpha 2
KPNB1,karyopherin subunit beta 1
KRAS,"KRAS proto-oncogene, GTPase"
KRT1,keratin 1
KRT10,keratin 10
KRT12,keratin 12
KRT14,keratin 14
KRT16,keratin 16
KRT17,keratin 17
KRT18,keratin 18
KRT19,keratin 19
KRT2,keratin 2
KRT20,keratin 20
KRT5,keratin 5
KRT6A,keratin 6A
KRT7,keratin 7
KRT8,keratin 8
KRT9,keratin 9
KRTAP10-4,keratin associated protein 10-4
KRTAP5-2,keratin associated protein 5-2
KRTAP5-3,keratin associated protein 5-3
KSR2,kinase suppressor of ras 2
KYAT1,kynurenine aminotransferase 1
KYAT3,kynurenine aminotransferase 3
KYNU,kynureninase
L1CAM,L1 cell adhesion molecule
L3HYPDH,trans-L-3-hydroxyproline dehydratase
L3MBTL1,L3MBTL histone methyl-lysine binding protein 1
L3MBTL3,L3MBTL histone methyl-lysine binding protein 3
L3MBTL4,L3MBTL histone methyl-lysine binding protein 4
LALBA,lactalbumin alpha
LAMB3,laminin subunit beta 3
LAMP1,lysosome associated membrane protein 1
LANCL2,LanC like glutathione S-transferase 2
LAP3,leucine aminopeptidase 3
LARGE1,LARGE xylosyl- and glucuronyltransferase 1
LARP7,"La ribonucleoprotein 7, transcriptional regulator"
LARS1,leucyl-tRNA synthetase 1
LARS2,"leucyl-tRNA synthetase 2, mitochondrial"
LAT,linker for activation of T cells
LATS1,large tumor suppressor kinase 1
LATS2,large tumor suppressor kinase 2
LAYN,layilin
LCAT,lecithin-cholesterol acyltransferase
LCK,"LCK proto-oncogene, Src family tyrosine kinase"
LCMT1,leucine carboxyl methyltransferase 1
LCMT2,leucine carboxyl methyltransferase 2
LCN1,lipocalin 1
LCN2,lipocalin 2
LCN9,lipocalin 9
LCT,lactase
LCTL,lactase like
LDHA,lactate dehydrogenase A
LDHAL6A,lactate dehydrogenase A like 6A
LDHAL6B,lactate dehydrogenase A like 6B
LDHB,lactate dehydrogenase B
LDHC,lactate dehydrogenase C
LDLR,low density lipoprotein receptor
LEF1,lymphoid enhancer binding factor 1
LEP,leptin
LEPR,leptin receptor
LGALS1,galectin 1
LGALS2,galectin 2
LGALS3,galectin 3
LGALS4,galectin 4
LGALS7,galectin 7
LGALS7B,galectin 7B
LGALS8,galectin 8
LGALS9,galectin 9
LGMN,legumain
LGR5,leucine rich repeat containing G protein-coupled receptor 5
LHCGR,luteinizing hormone/choriogonadotropin receptor
LIAS,lipoic acid synthetase
LIF,LIF interleukin 6 family cytokine
LIG1,DNA ligase 1
LIG3,DNA ligase 3
LIG4,DNA ligase 4
LIMK1,LIM domain kinase 1
LIMK2,LIM domain kinase 2
LIN28A,lin-28 RNA binding posttranscriptional regulator A
LINC00251,long intergenic non-protein coding RNA 251
LIPA,"lipase A, lysosomal acid type"
LIPC,"lipase C, hepatic type"
LIPE,"lipase E, hormone sensitive type"
LIPF,"lipase F, gastric type"
LIPG,"lipase G, endothelial type"
LIPT1,lipoyltransferase 1
LITAF,lipopolysaccharide induced TNF factor
LKAAEAR1,LKAAEAR motif containing 1
LMNA,lamin A/C
LMNTD1,lamin tail domain containing 1
LMO2,LIM domain only 2
LMTK3,lemur tyrosine kinase 3
LNPEP,leucyl and cystinyl aminopeptidase
LONP1,"lon peptidase 1, mitochondrial"
LOX,lysyl oxidase
LOXL1,lysyl oxidase like 1
LOXL2,lysyl oxidase like 2
LOXL3,lysyl oxidase like 3
LOXL4,lysyl oxidase like 4
LPA,lipoprotein(a)
LPAR1,lysophosphatidic acid receptor 1
LPAR2,lysophosphatidic acid receptor 2
LPAR3,lysophosphatidic acid receptor 3
LPAR4,lysophosphatidic acid receptor 4
LPAR5,lysophosphatidic acid receptor 5
LPAR6,lysophosphatidic acid receptor 6
LPL,lipoprotein lipase
LPO,lactoperoxidase
LRAT,lecithin retinol acyltransferase
LRBA,LPS responsive beige-like anchor protein
LRG1,leucine rich alpha-2-glycoprotein 1
LRMDA,leucine rich melanocyte differentiation associated
LRP1,LDL receptor related protein 1
LRP1B,LDL receptor related protein 1B
LRP2,LDL receptor related protein 2
LRP6,LDL receptor related protein 6
LRRC15,leucine rich repeat containing 15
LRRC32,leucine rich repeat containing 32
LRRC59,leucine rich repeat containing 59
LRRK2,leucine rich repeat kinase 2
LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
LSS,lanosterol synthase
LST1,leukocyte specific transcript 1
LTA,lymphotoxin alpha
LTA4H,leukotriene A4 hydrolase
LTB,lymphotoxin beta
LTB4R,leukotriene B4 receptor
LTB4R2,leukotriene B4 receptor 2
LTC4S,leukotriene C4 synthase
LTF,lactotransferrin
LTK,leukocyte receptor tyrosine kinase
LUC7L2,"LUC7 like 2, pre-mRNA splicing factor"
LUM,lumican
LY96,lymphocyte antigen 96
LYN,"LYN proto-oncogene, Src family tyrosine kinase"
LYPLA1,lysophospholipase 1
LYPLA2,lysophospholipase 2
LYVE1,lymphatic vessel endothelial hyaluronan receptor 1
LYZ,lysozyme
M6PR,"mannose-6-phosphate receptor, cation dependent"
MACROD1,mono-ADP ribosylhydrolase 1
MACROD2,mono-ADP ribosylhydrolase 2
MAD1L1,mitotic arrest deficient 1 like 1
MADCAM1,mucosal vascular addressin cell adhesion molecule 1
MAEA,"macrophage erythroblast attacher, E3 ubiquitin ligase"
MAFK,MAF bZIP transcription factor K
MAG,myelin associated glycoprotein
MAGEA1,MAGE family member A1
MAGEA4,MAGE family member A4
MAGI3,"membrane associated guanylate kinase, WW and PDZ domain containing 3"
MAK,male germ cell associated kinase
MALT1,MALT1 paracaspase
MAML3,mastermind like transcriptional coactivator 3
MAN1A1,mannosidase alpha class 1A member 1
MAN1B1,mannosidase alpha class 1B member 1
MAN2A1,mannosidase alpha class 2A member 1
MAN2B1,mannosidase alpha class 2B member 1
MAN2B2,mannosidase alpha class 2B member 2
MANBA,mannosidase beta
MAOA,monoamine oxidase A
MAOB,monoamine oxidase B
MAP1A,microtubule associated protein 1A
MAP1B,microtubule associated protein 1B
MAP1LC3A,microtubule associated protein 1 light chain 3 alpha
MAP1LC3B,microtubule associated protein 1 light chain 3 beta
MAP2,microtubule associated protein 2
MAP2K1,mitogen-activated protein kinase kinase 1
MAP2K2,mitogen-activated protein kinase kinase 2
MAP2K3,mitogen-activated protein kinase kinase 3
MAP2K4,mitogen-activated protein kinase kinase 4
MAP2K5,mitogen-activated protein kinase kinase 5
MAP2K6,mitogen-activated protein kinase kinase 6
MAP2K7,mitogen-activated protein kinase kinase 7
MAP3K1,mitogen-activated protein kinase kinase kinase 1
MAP3K10,mitogen-activated protein kinase kinase kinase 10
MAP3K11,mitogen-activated protein kinase kinase kinase 11
MAP3K12,mitogen-activated protein kinase kinase kinase 12
MAP3K13,mitogen-activated protein kinase kinase kinase 13
MAP3K14,mitogen-activated protein kinase kinase kinase 14
MAP3K15,mitogen-activated protein kinase kinase kinase 15
MAP3K19,mitogen-activated protein kinase kinase kinase 19
MAP3K2,mitogen-activated protein kinase kinase kinase 2
MAP3K20,mitogen-activated protein kinase kinase kinase 20
MAP3K21,mitogen-activated protein kinase kinase kinase 21
MAP3K3,mitogen-activated protein kinase kinase kinase 3
MAP3K4,mitogen-activated protein kinase kinase kinase 4
MAP3K5,mitogen-activated protein kinase kinase kinase 5
MAP3K6,mitogen-activated protein kinase kinase kinase 6
MAP3K7,mitogen-activated protein kinase kinase kinase 7
MAP3K8,mitogen-activated protein kinase kinase kinase 8
MAP3K9,mitogen-activated protein kinase kinase kinase 9
MAP4,microtubule associated protein 4
MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1
MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2
MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3
MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4
MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5
MAPK1,mitogen-activated protein kinase 1
MAPK10,mitogen-activated protein kinase 10
MAPK11,mitogen-activated protein kinase 11
MAPK12,mitogen-activated protein kinase 12
MAPK13,mitogen-activated protein kinase 13
MAPK14,mitogen-activated protein kinase 14
MAPK15,mitogen-activated protein kinase 15
MAPK3,mitogen-activated protein kinase 3
MAPK4,mitogen-activated protein kinase 4
MAPK6,mitogen-activated protein kinase 6
MAPK7,mitogen-activated protein kinase 7
MAPK8,mitogen-activated protein kinase 8
MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1
MAPK9,mitogen-activated protein kinase 9
MAPKAP1,MAPK associated protein 1
MAPKAPK2,MAPK activated protein kinase 2
MAPKAPK3,MAPK activated protein kinase 3
MAPKAPK5,MAPK activated protein kinase 5
MAPT,microtubule associated protein tau
MARCKSL1,MARCKS like 1
MARCO,macrophage receptor with collagenous structure
MARK1,microtubule affinity regulating kinase 1
MARK2,microtubule affinity regulating kinase 2
MARK3,microtubule affinity regulating kinase 3
MARK4,microtubule affinity regulating kinase 4
MARS1,methionyl-tRNA synthetase 1
MARS2,"methionyl-tRNA synthetase 2, mitochondrial"
MAS1,"MAS1 proto-oncogene, G protein-coupled receptor"
MASP1,MBL associated serine protease 1
MASP2,MBL associated serine protease 2
MAST1,microtubule associated serine/threonine kinase 1
MAST3,microtubule associated serine/threonine kinase 3
MAT1A,methionine adenosyltransferase 1A
MAT2A,methionine adenosyltransferase 2A
MAT2B,methionine adenosyltransferase 2 non-catalytic beta subunit
MATK,megakaryocyte-associated tyrosine kinase
MAX,MYC associated transcriptional regulator X
MB,myoglobin
MBD2,methyl-CpG binding domain protein 2
MBL2,mannose binding lectin 2
MBNL1,muscleblind like splicing regulator 1
MBOAT4,membrane bound ghrelin O-acyltransferase MBOAT4
MBP,myelin basic protein
MBTD1,mbt domain containing 1
MBTPS1,"membrane bound transcription factor peptidase, site 1"
MC1R,melanocortin 1 receptor
MC2R,melanocortin 2 receptor
MC3R,melanocortin 3 receptor
MC4R,melanocortin 4 receptor
MC5R,melanocortin 5 receptor
MCAT,malonyl-CoA-acyl carrier protein transacylase
MCCC1,methylcrotonyl-CoA carboxylase subunit 1
MCCC2,methylcrotonyl-CoA carboxylase subunit 2
MCHR1,melanin concentrating hormone receptor 1
MCHR2,melanin concentrating hormone receptor 2
MCL1,"MCL1 apoptosis regulator, BCL2 family member"
MCM4,minichromosome maintenance complex component 4
MCOLN1,mucolipin TRP cation channel 1
MCOLN2,mucolipin TRP cation channel 2
MCOLN3,mucolipin TRP cation channel 3
MCPH1,microcephalin 1
MDC1,mediator of DNA damage checkpoint 1
MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2
MDH1,malate dehydrogenase 1
MDH2,malate dehydrogenase 2
MDK,midkine
MDM2,MDM2 proto-oncogene
MDM4,MDM4 regulator of p53
MDN1,midasin AAA ATPase 1
ME1,malic enzyme 1
ME2,malic enzyme 2
ME3,malic enzyme 3
MECOM,MDS1 and EVI1 complex locus
MECP2,methyl-CpG binding protein 2
MED1,mediator complex subunit 1
MED12L,mediator complex subunit 12L
MED19,mediator complex subunit 19
MED4,mediator complex subunit 4
MEGF11,multiple EGF like domains 11
MEGF6,multiple EGF like domains 6
MELK,maternal embryonic leucine zipper kinase
MEN1,menin 1
MEP1A,meprin A subunit alpha
MEP1B,meprin A subunit beta
MERTK,"MER proto-oncogene, tyrosine kinase"
MET,"MET proto-oncogene, receptor tyrosine kinase"
METAP1,methionyl aminopeptidase 1
METAP2,methionyl aminopeptidase 2
METTL14,"methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit"
METTL21A,"methyltransferase 21A, HSPA lysine"
METTL3,"methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit"
MFN2,mitofusin 2
MGAM,maltase-glucoamylase
MGAM2,maltase-glucoamylase 2 (putative)
MGAT1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
MGAT2,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
MGAT3,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
MGAT4A,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A"
MGLL,monoglyceride lipase
MGMT,O-6-methylguanine-DNA methyltransferase
MGP,matrix Gla protein
MGST1,microsomal glutathione S-transferase 1
MGST2,microsomal glutathione S-transferase 2
MGST3,microsomal glutathione S-transferase 3
MICA,MHC class I polypeptide-related sequence A
MICB,MHC class I polypeptide-related sequence B
MIEF2,mitochondrial elongation factor 2
MIF,macrophage migration inhibitory factor
MINK1,misshapen like kinase 1
MIP,major intrinsic protein of lens fiber
MIR1264,microRNA 1264
MIR1912,microRNA 1912
MIR2054,microRNA 2054
MIR3117,microRNA 3117
MIR4268,microRNA 4268
MIR4278,microRNA 4278
MIR4481,microRNA 4481
MIR582,microRNA 582
MIR6076,microRNA 6076
MISP,mitotic spindle positioning
MITF,melanocyte inducing transcription factor
MKI67,marker of proliferation Ki-67
MKNK1,MAPK interacting serine/threonine kinase 1
MKNK2,MAPK interacting serine/threonine kinase 2
MLH1,mutL homolog 1
MLKL,mixed lineage kinase domain like pseudokinase
MLLT1,MLLT1 super elongation complex subunit
MLLT3,MLLT3 super elongation complex subunit
MLN,motilin
MLNR,motilin receptor
MLST8,MTOR associated protein MLST8
MLX,MAX dimerization protein MLX
MLYCD,malonyl-CoA decarboxylase
MMAA,metabolism of cobalamin associated A
MMAB,metabolism of cobalamin associated B
MMACHC,metabolism of cobalamin associated C
MMADHC,metabolism of cobalamin associated D
MME,membrane metalloendopeptidase
MMP1,matrix metallopeptidase 1
MMP10,matrix metallopeptidase 10
MMP11,matrix metallopeptidase 11
MMP12,matrix metallopeptidase 12
MMP13,matrix metallopeptidase 13
MMP14,matrix metallopeptidase 14
MMP15,matrix metallopeptidase 15
MMP16,matrix metallopeptidase 16
MMP17,matrix metallopeptidase 17
MMP19,matrix metallopeptidase 19
MMP2,matrix metallopeptidase 2
MMP20,matrix metallopeptidase 20
MMP21,matrix metallopeptidase 21
MMP23B,matrix metallopeptidase 23B
MMP24,matrix metallopeptidase 24
MMP25,matrix metallopeptidase 25
MMP26,matrix metallopeptidase 26
MMP27,matrix metallopeptidase 27
MMP28,matrix metallopeptidase 28
MMP3,matrix metallopeptidase 3
MMP7,matrix metallopeptidase 7
MMP8,matrix metallopeptidase 8
MMP9,matrix metallopeptidase 9
MMUT,methylmalonyl-CoA mutase
MNAT1,MNAT1 component of CDK activating kinase
MNX1,motor neuron and pancreas homeobox 1
MOBP,myelin associated oligodendrocyte basic protein
MOCOS,molybdenum cofactor sulfurase
MOCS1,molybdenum cofactor synthesis 1
MOCS2,molybdenum cofactor synthesis 2
MOGAT2,monoacylglycerol O-acyltransferase 2
MPC1L,mitochondrial pyruvate carrier 1 like
MPC2,mitochondrial pyruvate carrier 2
MPEG1,macrophage expressed 1
MPG,N-methylpurine DNA glycosylase
MPHOSPH8,M-phase phosphoprotein 8
MPI,mannose phosphate isomerase
MPL,"MPL proto-oncogene, thrombopoietin receptor"
MPO,myeloperoxidase
MPPED2,metallophosphoesterase domain containing 2
MPST,mercaptopyruvate sulfurtransferase
MRC1,mannose receptor C-type 1
MRE11,MRE11 double strand break repair nuclease
MRGPRD,MAS related GPR family member D
MRGPRX1,MAS related GPR family member X1
MRGPRX2,MAS related GPR family member X2
MRGPRX4,MAS related GPR family member X4
MROH2A,maestro heat like repeat family member 2A
MRPL47,mitochondrial ribosomal protein L47
MRS2,magnesium transporter MRS2
MRTFA,myocardin related transcription factor A
MS4A1,membrane spanning 4-domains A1
MS4A2,membrane spanning 4-domains A2
MS4A3,membrane spanning 4-domains A3
MSANTD1,Myb/SANT DNA binding domain containing 1
MSH2,mutS homolog 2
MSH3,mutS homolog 3
MSH5,mutS homolog 5
MSH6,mutS homolog 6
MSMO1,methylsterol monooxygenase 1
MSR1,macrophage scavenger receptor 1
MSRA,methionine sulfoxide reductase A
MSRB1,methionine sulfoxide reductase B1
MSRB2,methionine sulfoxide reductase B2
MST1,macrophage stimulating 1
MST1R,macrophage stimulating 1 receptor
MSTN,myostatin
MT-ATP6,ATP synthase F0 subunit 6
MT-CO1,cytochrome c oxidase subunit I
MT-CO2,cytochrome c oxidase subunit II
MT-CO3,cytochrome c oxidase subunit III
MT-CYB,cytochrome b
MT-ND1,NADH dehydrogenase subunit 1
MT-ND2,NADH dehydrogenase subunit 2
MT-ND3,NADH dehydrogenase subunit 3
MT-ND4,NADH dehydrogenase subunit 4
MT-ND4L,NADH dehydrogenase subunit 4L
MT-ND5,NADH dehydrogenase subunit 5
MT-ND6,NADH dehydrogenase subunit 6
MT-RNR1,s-rRNA
MT1A,metallothionein 1A
MT1B,metallothionein 1B
MT1DP,"metallothionein 1D, pseudogene"
MT1E,metallothionein 1E
MT1F,metallothionein 1F
MT1G,metallothionein 1G
MT1H,metallothionein 1H
MT1HL1,metallothionein 1H like 1
MT1JP,"metallothionein 1J, pseudogene"
MT1L,metallothionein 1L (pseudogene)
MT1M,metallothionein 1M
MT1X,metallothionein 1X
MT2A,metallothionein 2A
MT3,metallothionein 3
MT4,metallothionein 4
MTAP,methylthioadenosine phosphorylase
MTF1,metal regulatory transcription factor 1
MTFMT,mitochondrial methionyl-tRNA formyltransferase
MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
MTHFR,methylenetetrahydrofolate reductase
MTNR1A,melatonin receptor 1A
MTNR1B,melatonin receptor 1B
MTOR,mechanistic target of rapamycin kinase
MTR,5-methyltetrahydrofolate-homocysteine methyltransferase
MTREX,Mtr4 exosome RNA helicase
MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
MTTP,microsomal triglyceride transfer protein
MUC1,"mucin 1, cell surface associated"
MUC16,"mucin 16, cell surface associated"
MUC2,"mucin 2, oligomeric mucus/gel-forming"
MUCL3,mucin like 3
MUSK,muscle associated receptor tyrosine kinase
MUTYH,mutY DNA glycosylase
MVD,mevalonate diphosphate decarboxylase
MVK,mevalonate kinase
MYB,"MYB proto-oncogene, transcription factor"
MYC,"MYC proto-oncogene, bHLH transcription factor"
MYCN,"MYCN proto-oncogene, bHLH transcription factor"
MYD88,MYD88 innate immune signal transduction adaptor
MYH10,myosin heavy chain 10
MYH11,myosin heavy chain 11
MYH14,myosin heavy chain 14
MYH7,myosin heavy chain 7
MYH9,myosin heavy chain 9
MYL12A,myosin light chain 12A
MYL6B,myosin light chain 6B
MYLIP,myosin regulatory light chain interacting protein
MYLK,myosin light chain kinase
MYLK2,myosin light chain kinase 2
MYLK3,myosin light chain kinase 3
MYLK4,myosin light chain kinase family member 4
MYO1E,myosin IE
MYO1H,myosin IH
MYO3A,myosin IIIA
MYO3B,myosin IIIB
MYO5B,myosin VB
MYO9B,myosin IXB
MYOC,myocilin
MYOCD,myocardin
MYOD1,myogenic differentiation 1
MYOF,myoferlin
MYOM2,myomesin 2
MYRF,myelin regulatory factor
MYT1,myelin transcription factor 1
MYT1L,myelin transcription factor 1 like
NAA40,"N-alpha-acetyltransferase 40, NatD catalytic subunit"
NAA50,"N-alpha-acetyltransferase 50, NatE catalytic subunit"
NAAA,N-acylethanolamine acid amidase
NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2
NADK,NAD kinase
NADSYN1,NAD synthetase 1
NAE1,NEDD8 activating enzyme E1 subunit 1
NAGA,alpha-N-acetylgalactosaminidase
NAGK,N-acetylglucosamine kinase
NAGLU,N-acetyl-alpha-glucosaminidase
NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
NAGS,N-acetylglutamate synthase
NAIP,NLR family apoptosis inhibitory protein
NALCN,"sodium leak channel, non-selective"
NAMPT,nicotinamide phosphoribosyltransferase
NANP,N-acetylneuraminic acid phosphatase
NAPEPLD,N-acyl phosphatidylethanolamine phospholipase D
NAPRT,nicotinate phosphoribosyltransferase
NARS1,asparaginyl-tRNA synthetase 1
NARS2,"asparaginyl-tRNA synthetase 2, mitochondrial"
NAT1,N-acetyltransferase 1
NAT10,N-acetyltransferase 10
NAT2,N-acetyltransferase 2
NBEA,neurobeachin
NBN,nibrin
NCAM1,neural cell adhesion molecule 1
NCAN,neurocan
NCEH1,neutral cholesterol ester hydrolase 1
NCF1,neutrophil cytosolic factor 1
NCF2,neutrophil cytosolic factor 2
NCF4,neutrophil cytosolic factor 4
NCK1,NCK adaptor protein 1
NCOA1,nuclear receptor coactivator 1
NCOA2,nuclear receptor coactivator 2
NCOA3,nuclear receptor coactivator 3
NCOA4,nuclear receptor coactivator 4
NCOA5,nuclear receptor coactivator 5
NCOA7,nuclear receptor coactivator 7
NCOR1,nuclear receptor corepressor 1
NCOR2,nuclear receptor corepressor 2
NCS1,neuronal calcium sensor 1
NCSTN,nicastrin
NDST1,N-deacetylase and N-sulfotransferase 1
NDUFA1,NADH:ubiquinone oxidoreductase subunit A1
NDUFA10,NADH:ubiquinone oxidoreductase subunit A10
NDUFA11,NADH:ubiquinone oxidoreductase subunit A11
NDUFA12,NADH:ubiquinone oxidoreductase subunit A12
NDUFA13,NADH:ubiquinone oxidoreductase subunit A13
NDUFA2,NADH:ubiquinone oxidoreductase subunit A2
NDUFA3,NADH:ubiquinone oxidoreductase subunit A3
NDUFA5,NADH:ubiquinone oxidoreductase subunit A5
NDUFA6,NADH:ubiquinone oxidoreductase subunit A6
NDUFA7,NADH:ubiquinone oxidoreductase subunit A7
NDUFA8,NADH:ubiquinone oxidoreductase subunit A8
NDUFA9,NADH:ubiquinone oxidoreductase subunit A9
NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1
NDUFB1,NADH:ubiquinone oxidoreductase subunit B1
NDUFB10,NADH:ubiquinone oxidoreductase subunit B10
NDUFB2,NADH:ubiquinone oxidoreductase subunit B2
NDUFB3,NADH:ubiquinone oxidoreductase subunit B3
NDUFB4,NADH:ubiquinone oxidoreductase subunit B4
NDUFB5,NADH:ubiquinone oxidoreductase subunit B5
NDUFB6,NADH:ubiquinone oxidoreductase subunit B6
NDUFB7,NADH:ubiquinone oxidoreductase subunit B7
NDUFB8,NADH:ubiquinone oxidoreductase subunit B8
NDUFB9,NADH:ubiquinone oxidoreductase subunit B9
NDUFC1,NADH:ubiquinone oxidoreductase subunit C1
NDUFC2,NADH:ubiquinone oxidoreductase subunit C2
NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1
NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2
NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3
NDUFS4,NADH:ubiquinone oxidoreductase subunit S4
NDUFS5,NADH:ubiquinone oxidoreductase subunit S5
NDUFS6,NADH:ubiquinone oxidoreductase subunit S6
NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7
NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8
NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1
NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2
NDUFV3,NADH:ubiquinone oxidoreductase subunit V3
NECAB1,N-terminal EF-hand calcium binding protein 1
NECTIN4,nectin cell adhesion molecule 4
NEDD4,NEDD4 E3 ubiquitin protein ligase
NEDD4L,NEDD4 like E3 ubiquitin protein ligase
NEDD8,NEDD8 ubiquitin like modifier
NEFM,neurofilament medium chain
NEIL1,nei like DNA glycosylase 1
NEIL2,nei like DNA glycosylase 2
NEK1,NIMA related kinase 1
NEK10,NIMA related kinase 10
NEK11,NIMA related kinase 11
NEK2,NIMA related kinase 2
NEK3,NIMA related kinase 3
NEK4,NIMA related kinase 4
NEK5,NIMA related kinase 5
NEK6,NIMA related kinase 6
NEK7,NIMA related kinase 7
NEK8,NIMA related kinase 8
NEK9,NIMA related kinase 9
NELFCD,negative elongation factor complex member C/D
NELL1,neural EGFL like 1
NEU1,neuraminidase 1
NEU2,neuraminidase 2
NEU3,neuraminidase 3
NEU4,neuraminidase 4
NEUROD1,neuronal differentiation 1
NF1,neurofibromin 1
NF2,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor"
NFATC1,nuclear factor of activated T cells 1
NFATC2,nuclear factor of activated T cells 2
NFE2,"nuclear factor, erythroid 2"
NFE2L1,NFE2 like bZIP transcription factor 1
NFE2L2,NFE2 like bZIP transcription factor 2
NFIB,nuclear factor I B
NFKB1,nuclear factor kappa B subunit 1
NFKB2,nuclear factor kappa B subunit 2
NFKBIA,NFKB inhibitor alpha
NFS1,NFS1 cysteine desulfurase
NGB,neuroglobin
NGF,nerve growth factor
NGFR,nerve growth factor receptor
NHERF1,NHERF family PDZ scaffold protein 1
NHERF2,NHERF family PDZ scaffold protein 2
NHLH1,nescient helix-loop-helix 1
NIM1K,NIM1 serine/threonine protein kinase
NIP7,nucleolar pre-rRNA processing protein NIP7
NIPSNAP2,nipsnap homolog 2
NISCH,nischarin
NKAIN3,sodium/potassium transporting ATPase interacting 3
NKX2-5,NK2 homeobox 5
NKX3-2,NK3 homeobox 2
NKX6-1,NK6 homeobox 1
NLGN1,neuroligin 1
NLK,nemo like kinase
NLRP1,NLR family pyrin domain containing 1
NLRP3,NLR family pyrin domain containing 3
NLRX1,NLR family member X1
NMBR,neuromedin B receptor
NME1,NME/NM23 nucleoside diphosphate kinase 1
NME1-NME2,NME1-NME2 readthrough
NME2,NME/NM23 nucleoside diphosphate kinase 2
NMNAT1,nicotinamide nucleotide adenylyltransferase 1
NMNAT3,nicotinamide nucleotide adenylyltransferase 3
